text,author
"By giving people the power to share, we're making the world more transparent.",Mark Zuckerberg
"I've missed more than 9000 shots in my career. I've lost almost 300 games. 26 times, I've been trusted to take the game winning shot and missed. I've failed over and over and over again in my life. And that is why I succeed.",Michael Jordan
"The game has its ups and downs, but you can never lose focus of your individual goals and you can't let yourself be beat because of lack of effort.",Michael Jordan
"Obstacles don't have to stop you. If you run into a wall, don't turn around and give up. Figure out how to climb it, go through it, or work around it.",Michael Jordan
"Talent wins games, but teamwork and intelligence wins championships.",Michael Jordan
"My father used to say that it's never too late to do anything you wanted to do. And he said, 'You never know what you can accomplish until you try.'",Michael Jordan
"Sometimes, things may not go your way, but the effort should be there every single night.",Michael Jordan
"Some people want it to happen, some wish it would happen, others make it happen.",Michael Jordan
"My attitude is that if you push me towards something that you think is a weakness, then I will turn that perceived weakness into a strength.",Michael Jordan
"I can accept failure, everyone fails at something. But I can't accept not trying.",Michael Jordan
"The game of basketball has been everything to me. My place of refuge, place I've always gone where I needed comfort and peace. It's been the site of intense pain and the most intense feelings of joy and satisfaction. It's a relationship that has evolved over time, given me the greatest respect and love for the game.",Michael Jordan
"If you're trying to achieve, there will be roadblocks. I've had them; everybody has had them. But obstacles don't have to stop you. If you run into a wall, don't turn around and give up. Figure out how to climb it, go through it, or work around it.",Michael Jordan
"Limits, like fear, is often an illusion.",Michael Jordan
You have competition every day because you set such high standards for yourself that you have to go out every day and live up to that.,Michael Jordan
"If you accept the expectations of others, especially negative ones, then you never will change the outcome.",Michael Jordan
Just play. Have fun. Enjoy the game.,Michael Jordan
I've failed over and over and over again in my life and that is why I succeed.,Michael Jordan
"Be true to the game, because the game will be true to you. If you try to shortcut the game, then the game will shortcut you. If you put forth the effort, good things will be bestowed upon you. That's truly about the game, and in some ways that's about life too.",Michael Jordan
I hope the millions of people I've touched have the optimism and desire to share their goals and hard work and persevere with a positive attitude.,Michael Jordan
"I play to win, whether during practice or a real game. And I will not let anything get in the way of me and my competitive enthusiasm to win.",Michael Jordan
Always turn a negative situation into a positive situation.,Michael Jordan
"We all fly. Once you leave the ground, you fly. Some people fly longer than others.",Michael Jordan
"To be successful you have to be selfish, or else you never achieve. And once you get to your highest level, then you have to be unselfish. Stay reachable. Stay in touch. Don't isolate.",Michael Jordan
"There is no such thing as a perfect basketball player, and I don't believe there is only one greatest player either.",Michael Jordan
"It's a habit of mine now, noticing labels, logos, shoes.",Michael Jordan
There is no 'i' in team but there is in win.,Michael Jordan
"I want to wake up every day and do whatever comes in my mind, and not feel pressure or obligations to do anything else in my life.",Michael Jordan
Do the one thing you think you cannot do. Fail at it. Try again. Do better the second time. The only people who never tumble are those who never mount the high wire. This is your moment. Own it.,Oprah Winfrey
"The more you praise and celebrate your life, the more there is in life to celebrate.",Oprah Winfrey
"Be thankful for what you have; you'll end up having more. If you concentrate on what you don't have, you will never, ever have enough.",Oprah Winfrey
The greatest discovery of all time is that a person can change his future by merely changing his attitude.,Oprah Winfrey
You can either see yourself as a wave in the ocean or you can see yourself as the ocean.,Oprah Winfrey
Think like a queen. A queen is not afraid to fail. Failure is another steppingstone to greatness.,Oprah Winfrey
"Real integrity is doing the right thing, knowing that nobody's going to know whether you did it or not.",Oprah Winfrey
"Lots of people want to ride with you in the limo, but what you want is someone who will take the bus with you when the limo breaks down.",Oprah Winfrey
"The challenge of life, I have found, is to build a resume that doesn't simply tell a story about what you want to be, but it's a story about who you want to be.",Oprah Winfrey
"The struggle of my life created empathy - I could relate to pain, being abandoned, having people not love me.",Oprah Winfrey
The biggest adventure you can take is to live the life of your dreams.,Oprah Winfrey
Breathe. Let go. And remind yourself that this very moment is the only one you know you have for sure.,Oprah Winfrey
"With age comes the understanding and appreciation of your most important asset, your health.",Oprah Winfrey
"Over the years, I've interviewed thousands of people, most of them women, and I would say that the root of every dysfunction I've ever encountered, every problem, has been some sense of a lacking of self-value or of self-worth.",Oprah Winfrey
I feel that luck is preparation meeting opportunity.,Oprah Winfrey
Understand that the right to choose your own path is a sacred privilege. Use it. Dwell in possibility.,Oprah Winfrey
"Where there is no struggle, there is no strength.",Oprah Winfrey
I believe that every single event in life happens in an opportunity to choose love over fear.,Oprah Winfrey
Passion is energy. Feel the power that comes from focusing on what excites you.,Oprah Winfrey
"Being human means you will make mistakes. And you will make mistakes, because failure is God's way of moving you in another direction.",Oprah Winfrey
Excellence is the best deterrent to racism or sexism.,Oprah Winfrey
Cheers to a new year and another chance for us to get it right.,Oprah Winfrey
"Whatever has happened to you in your past has no power over this present moment, because life is now.",Oprah Winfrey
Surround yourself with only people who are going to lift you higher.,Oprah Winfrey
"I am a woman in process. I'm just trying like everybody else. I try to take every conflict, every experience, and learn from it. Life is never dull.",Oprah Winfrey
"When I look into the future, it's so bright it burns my eyes.",Oprah Winfrey
"Freedom is never more than one generation away from extinction. We didn't pass it to our children in the bloodstream. It must be fought for, protected, and handed on for them to do the same.",Ronald Reagan
"There are no great limits to growth because there are no limits of human intelligence, imagination, and wonder.",Ronald Reagan
"We can't help everyone, but everyone can help someone.",Ronald Reagan
The most terrifying words in the English language are: I'm from the government and I'm here to help.,Ronald Reagan
"We must reject the idea that every time a law's broken, society is guilty rather than the lawbreaker. It is time to restore the American precept that each individual is accountable for his actions.",Ronald Reagan
"If we ever forget that we are One Nation Under God, then we will be a nation gone under.",Ronald Reagan
The future doesn't belong to the fainthearted; it belongs to the brave.,Ronald Reagan
"There are no constraints on the human mind, no walls around the human spirit, no barriers to our progress except those we ourselves erect.",Ronald Reagan
"The objective I propose is quite simple to state: to foster the infrastructure of democracy - the system of a free press, unions, political parties, universities - which allows a people to choose their own way to develop their own culture, to reconcile their own differences through peaceful means.",Ronald Reagan
"Peace is not absence of conflict, it is the ability to handle conflict by peaceful means.",Ronald Reagan
"We will always remember. We will always be proud. We will always be prepared, so we will always be free.",Ronald Reagan
"Surround yourself with the best people you can find, delegate authority, and don't interfere as long as the policy you've decided upon is being carried out.",Ronald Reagan
Heroes may not be braver than anyone else. They're just braver five minutes longer.,Ronald Reagan
The trouble with our Liberal friends is not that they're ignorant; it's just that they know so much that isn't so.,Ronald Reagan
"Let us ask ourselves, 'What kind of people do we think we are?' And let us answer, 'Free people, worthy of freedom and determined not only to remain so but to help others gain their freedom as well.'",Ronald Reagan
"To sit back hoping that someday, some way, someone will make things right is to go on feeding the crocodile, hoping he will eat you last - but eat you he will.",Ronald Reagan
Within the covers of the Bible are the answers for all the problems men face.,Ronald Reagan
"When you can't make them see the light, make them feel the heat.",Ronald Reagan
"Government's view of the economy could be summed up in a few short phrases: If it moves, tax it. If it keeps moving, regulate it. And if it stops moving, subsidize it.",Ronald Reagan
"There are no easy answers, but there are simple answers. We must have the courage to do what we know is morally right.",Ronald Reagan
Each generation goes further than the generation preceding it because it stands on the shoulders of that generation. You will have opportunities beyond anything we've ever known.,Ronald Reagan
"Democracy is worth dying for, because it's the most deeply honorable form of government ever devised by man.",Ronald Reagan
We are never defeated unless we give up on God.,Ronald Reagan
They say the world has become too complex for simple answers. They are wrong.,Ronald Reagan
"While I take inspiration from the past, like most Americans, I live for the future.",Ronald Reagan
"Thomas Jefferson once said, 'We should never judge a president by his age, only by his works.' And ever since he told me that, I stopped worrying.",Ronald Reagan
"There is only one boss. The customer. And he can fire everybody in the company from the chairman on down, simply by spending his money somewhere else.",Sam Walton
"If you love your work, you'll be out there every day trying to do it the best you possibly can, and pretty soon everybody around will catch the passion from you - like a fever.",Sam Walton
"If everybody is doing it one way, there's a good chance you can find your niche by going exactly in the opposite direction.",Sam Walton
"Outstanding leaders go out of their way to boost the self-esteem of their personnel. If people believe in themselves, it's amazing what they can accomplish.",Sam Walton
"Exceed your customer's expectations. If you do, they'll come back over and over. Give them what they want - and a little more.",Sam Walton
The way management treats associates is exactly how the associates will treat the customers.,Sam Walton
Swim upstream. Go the other way. Ignore the conventional wisdom.,Sam Walton
We're all working together; that's the secret.,Sam Walton
Control your expenses better than your competition. This is where you can always find the competitive advantage.,Sam Walton
"Nothing else can quite substitute for a few well-chosen, well-timed, sincere words of praise. They're absolutely free and worth a fortune.",Sam Walton
Celebrate your successes. Find some humor in your failures.,Sam Walton
High expectations are the key to everything.,Sam Walton
"I had to pick myself up and get on with it, do it all over again, only even better this time.",Sam Walton
The key to success is to get out into the store and listen to what the associates have to say.,Sam Walton
"I learned early on that one of the secrets of campus leadership was the simplest thing of all: speak to people coming down the sidewalk before they speak to you. I would always look ahead and speak to the person coming toward me. If I knew them I would call them by name, but even if I didn't I would still speak to them.",Sam Walton
You can make a lot of mistakes and still recover if you run an efficient operation. Or you can be brilliant and still go out of business if you're too inefficient.,Sam Walton
Most of us don't invent ideas. We take the best ideas from someone else.,Sam Walton
"Maybe I was born to be a merchant, maybe it was fate. I don't know about that. But I know this for sure: I loved retail from the very beginning.",Sam Walton
"All that hullabaloo about somebody's net worth is just stupid, and it's made my life a lot more complex and difficult.",Sam Walton
"I have always been driven to buck the system, to innovate, to take things beyond where they've been.",Sam Walton
We let folks know we're interested in them and that they're vital to us. cause they are.,Sam Walton
Capital isn't scarce; vision is.,Sam Walton
Give ordinary folk the chance to buy the same things as rich people.,Sam Walton
"What am I supposed to haul my dogs around in, a Rolls-Royce?",Sam Walton
One person seeking glory doesn't accomplish very much.,Sam Walton
I don't know what would have happened to Wal-Mart if we had laid low and never stirred up the competition. My guess is that we would have remained a strictly regional operator.,Sam Walton
"Keep your eyes on the stars, and your feet on the ground.",Theodore Roosevelt
"If you could kick the person in the pants responsible for most of your trouble, you wouldn't sit for a month.",Theodore Roosevelt
"Far better is it to dare mighty things, to win glorious triumphs, even though checkered by failure... than to rank with those poor spirits who neither enjoy nor suffer much, because they live in a gray twilight that knows not victory nor defeat.",Theodore Roosevelt
Believe you can and you're halfway there.,Theodore Roosevelt
Never throughout history has a man who lived a life of ease left a name worth remembering.,Theodore Roosevelt
"People ask the difference between a leader and a boss. The leader leads, and the boss drives.",Theodore Roosevelt
"In any moment of decision, the best thing you can do is the right thing, the next best thing is the wrong thing, and the worst thing you can do is nothing.",Theodore Roosevelt
"Nobody cares how much you know, until they know how much you care.",Theodore Roosevelt
"It is only through labor and painful effort, by grim energy and resolute courage, that we move on to better things.",Theodore Roosevelt
The only man who never makes a mistake is the man who never does anything.,Theodore Roosevelt
The first requisite of a good citizen in this republic of ours is that he shall be able and willing to pull his own weight.,Theodore Roosevelt
With self-discipline most anything is possible.,Theodore Roosevelt
"Do what you can, with what you have, where you are.",Theodore Roosevelt
"Appraisals are where you get together with your team leader and agree what an outstanding member of the team you are, how much your contribution has been valued, what massive potential you have and, in recognition of all this, would you mind having your salary halved.",Theodore Roosevelt
"The boy who is going to make a great man must not make up his mind merely to overcome a thousand obstacles, but to win in spite of a thousand repulses and defeats.",Theodore Roosevelt
"It is hard to fail, but it is worse never to have tried to succeed.",Theodore Roosevelt
"Great thoughts speak only to the thoughtful mind, but great actions speak to all mankind.",Theodore Roosevelt
Far and away the best prize that life has to offer is the chance to work hard at work worth doing.,Theodore Roosevelt
There has never yet been a man in our history who led a life of ease whose name is worth remembering.,Theodore Roosevelt
Get action. Seize the moment. Man was never intended to become an oyster.,Theodore Roosevelt
To announce that there must be no criticism of the president... is morally treasonable to the American public.,Theodore Roosevelt
The most important single ingredient in the formula of success is knowing how to get along with people.,Theodore Roosevelt
"A man who has never gone to school may steal from a freight car; but if he has a university education, he may steal the whole railroad.",Theodore Roosevelt
The most successful politician is he who says what the people are thinking most often in the loudest voice.,Theodore Roosevelt
"Rhetoric is a poor substitute for action, and we have trusted only to rhetoric. If we are really to be a great nation, we must not merely talk; we must act big.",Theodore Roosevelt
To educate a man in mind and not in morals is to educate a menace to society.,Theodore Roosevelt
Opportunity is missed by most people because it is dressed in overalls and looks like work.,Thomas A. Edison
Our greatest weakness lies in giving up. The most certain way to succeed is always to try just one more time.,Thomas A. Edison
"I have not failed. I've just found 10,000 ways that won't work.",Thomas A. Edison
The reason a lot of people do not recognize opportunity is because it usually goes around wearing overalls looking like hard work.,Thomas A. Edison
"The three great essentials to achieve anything worth while are: Hard work, Stick-to-itiveness, and Common sense.",Thomas A. Edison
Many of life's failures are people who did not realize how close they were to success when they gave up.,Thomas A. Edison
Genius is one percent inspiration and ninety-nine percent perspiration.,Thomas A. Edison
"Being busy does not always mean real work. The object of all work is production or accomplishment and to either of these ends there must be forethought, system, planning, intelligence, and honest purpose, as well as perspiration. Seeming to do is not doing.",Thomas A. Edison
"If we did all the things we are capable of, we would literally astound ourselves.",Thomas A. Edison
Just because something doesn't do what you planned it to do doesn't mean it's useless.,Thomas A. Edison
The chief function of the body is to carry the brain around.,Thomas A. Edison
"Non-violence leads to the highest ethics, which is the goal of all evolution. Until we stop harming all other living beings, we are still savages.",Thomas A. Edison
Be courageous. I have seen many depressions in business. Always America has emerged from these stronger and more prosperous. Be brave as your fathers before you. Have faith! Go forward!,Thomas A. Edison
What you are will show in what you do.,Thomas A. Edison
Restlessness is discontent and discontent is the first necessity of progress. Show me a thoroughly satisfied man and I will show you a failure.,Thomas A. Edison
"To invent, you need a good imagination and a pile of junk.",Thomas A. Edison
"I never did anything by accident, nor did any of my inventions come by accident; they came by work.",Thomas A. Edison
There's a way to do it better - find it.,Thomas A. Edison
Your worth consists in what you are and not in what you have.,Thomas A. Edison
"Results! Why, man, I have gotten a lot of results. I know several thousand things that won't work.",Thomas A. Edison
The value of an idea lies in the using of it.,Thomas A. Edison
"I find my greatest pleasure, and so my reward, in the work that precedes what the world calls success.",Thomas A. Edison
There is no substitute for hard work.,Thomas A. Edison
When I have fully decided that a result is worth getting I go ahead of it and make trial after trial until it comes.,Thomas A. Edison
The body is a community made up of its innumerable cells or inhabitants.,Thomas A. Edison
The best thinking has been done in solitude. The worst has been done in turmoil.,Thomas A. Edison
Setting goals is the first step in turning the invisible into the visible.,Tony Robbins
"To effectively communicate, we must realize that we are all different in the way we perceive the world and use this understanding as a guide to our communication with others.",Tony Robbins
It is in your moments of decision that your destiny is shaped.,Tony Robbins
Only those who have learned the power of sincere and selfless contribution experience life's deepest joy: true fulfillment.,Tony Robbins
"We aren't in an information age, we are in an entertainment age.",Tony Robbins
"Life is a gift, and it offers us the privilege, opportunity, and responsibility to give something back by becoming more.",Tony Robbins
"Stay committed to your decisions, but stay flexible in your approach.",Tony Robbins
"If you want to be successful, find someone who has achieved the results you want and copy what they do and you'll achieve the same results.",Tony Robbins
"The higher your energy level, the more efficient your body The more efficient your body, the better you feel and the more you will use your talent to produce outstanding results.",Tony Robbins
The only limit to your impact is your imagination and commitment.,Tony Robbins
There's no abiding success without commitment.,Tony Robbins
"What we can or cannot do, what we consider possible or impossible, is rarely a function of our true capability. It is more likely a function of our beliefs about who we are.",Tony Robbins
Success comes from taking the initiative and following up... persisting... eloquently expressing the depth of your love. What simple action could you take today to produce a new momentum toward success in your life?,Tony Robbins
"If you do what you've always done, you'll get what you've always gotten.",Tony Robbins
"Successful people ask better questions, and as a result, they get better answers.",Tony Robbins
"It's not the events of our lives that shape us, but our beliefs as to what those events mean.",Tony Robbins
"It is not what we get. But who we become, what we contribute... that gives meaning to our lives.",Tony Robbins
"A real decision is measured by the fact that you've taken a new action. If there's no action, you haven't truly decided.",Tony Robbins
"We can change our lives. We can do, have, and be exactly what we wish.",Tony Robbins
There is no such thing as failure. There are only results.,Tony Robbins
The way we communicate with others and with ourselves ultimately determines the quality of our lives.,Tony Robbins
How am I going to live today in order to create the tomorrow I'm committed to?,Tony Robbins
Using the power of decision gives you the capacity to get past any excuse to change any and every part of your life in an instant.,Tony Robbins
"My definition of success is to live your life in a way that causes you to feel a ton of pleasure and very little pain - and because of your lifestyle, have the people around you feel a lot more pleasure than they do pain.",Tony Robbins
Beliefs have the power to create and the power to destroy. Human beings have the awesome ability to take any experience of their lives and create a meaning that disempowers them or one that can literally save their lives.,Tony Robbins
Surmounting difficulty is the crucible that forms character.,Tony Robbins
"The price of success is hard work, dedication to the job at hand, and the determination that whether we win or lose, we have applied the best of ourselves to the task at hand.",Vince Lombardi
"Perfection is not attainable, but if we chase perfection we can catch excellence.",Vince Lombardi
"Football is like life - it requires perseverance, self-denial, hard work, sacrifice, dedication and respect for authority.",Vince Lombardi
"Individual commitment to a group effort - that is what makes a team work, a company work, a society work, a civilization work.",Vince Lombardi
The measure of who we are is what we do with what we have.,Vince Lombardi
"The greatest accomplishment is not in never falling, but in rising again after you fall.",Vince Lombardi
The achievements of an organization are the results of the combined effort of each individual.,Vince Lombardi
"Football is a great deal like life in that it teaches that work, sacrifice, perseverance, competitive drive, selflessness and respect for authority is the price that each and every one of us must pay to achieve any goal that is worthwhile.",Vince Lombardi
"People who work together will win, whether it be against complex football defenses, or the problems of modern society.",Vince Lombardi
"If you aren't fired with enthusiasm, you will be fired with enthusiasm.",Vince Lombardi
"The difference between a successful person and others is not a lack of strength, not a lack of knowledge, but rather a lack of will.",Vince Lombardi
"I firmly believe that any man's finest hour, the greatest fulfillment of all that he holds dear, is that moment when he has worked his heart out in a good cause and lies exhausted on the field of battle - victorious.",Vince Lombardi
Practice does not make perfect. Only perfect practice makes perfect.,Vince Lombardi
Winners never quit and quitters never win.,Vince Lombardi
"The quality of a person's life is in direct proportion to their commitment to excellence, regardless of their chosen field of endeavor.",Vince Lombardi
"Mental toughness is spartanism with qualities of sacrifice, self-denial, dedication. It is fearlessness, and it is love.",Vince Lombardi
The only place success comes before work is in the dictionary.,Vince Lombardi
Winning is not a sometime thing; it's an all the time thing. You don't win once in a while... you don't do things right once in a while... you do them right all the time. Winning is habit.,Vince Lombardi
The real glory is being knocked to your knees and then coming back. That's real glory. That's the essence of it.,Vince Lombardi
"I have finished second twice in my time at Green Bay, and I don't ever want to finish second again. There is a second place bowl game, but it is a game for losers played by losers. It is and always has been an American zeal to be first in anything we do, and to win, and to win, and to win.",Vince Lombardi
Some people try to find things in this game that don't exist but football is only two things - blocking and tackling.,Vince Lombardi
You don't do things right once in a while. You do things right all the time.,Vince Lombardi
"It's not whether you get knocked down, it's whether you get up.",Vince Lombardi
"We run to win, not just to be in the race.",Vince Lombardi
"Once you agree upon the price you and your family must pay for success, it enables you to ignore the minor hurts, the opponent's pressure, and the temporary failures.",Vince Lombardi
The will to win is the only thing.,Vince Lombardi
"We keep moving forward, opening new doors, and doing new things, because we're curious and curiosity keeps leading us down new paths.",Walt Disney
"If you can dream it, you can do it.",Walt Disney
"All our dreams can come true, if we have the courage to pursue them.",Walt Disney
"All the adversity I've had in my life, all my troubles and obstacles, have strengthened me... You may not realize it when it happens, but a kick in the teeth may be the best thing in the world for you.",Walt Disney
"You can design and create, and build the most wonderful place in the world. But it takes people to make the dream a reality.",Walt Disney
The way to get started is to quit talking and begin doing.,Walt Disney
Times and conditions change so rapidly that we must keep our aim constantly focused on the future.,Walt Disney
"I always like to look on the optimistic side of life, but I am realistic enough to know that life is a complex matter.",Walt Disney
"I don't like formal gardens. I like wild nature. It's just the wilderness instinct in me, I guess.",Walt Disney
Disneyland will never be completed. It will continue to grow as long as there is imagination left in the world.,Walt Disney
Mickey Mouse popped out of my mind onto a drawing pad 20 years ago on a train ride from Manhattan to Hollywood at a time when business fortunes of my brother Roy and myself were at lowest ebb and disaster seemed right around the corner.,Walt Disney
"The more you like yourself, the less you are like anyone else, which makes you unique.",Walt Disney
Animation can explain whatever the mind of man can conceive. This facility makes it the most versatile and explicit means of communication yet devised for quick mass appreciation.,Walt Disney
Animation is different from other parts. Its language is the language of caricature. Our most difficult job was to develop the cartoon's unnatural but seemingly natural anatomy for humans and animals.,Walt Disney
There is more treasure in books than in all the pirate's loot on Treasure Island.,Walt Disney
"Our heritage and ideals, our code and standards - the things we live by and teach our children - are preserved or diminished by how freely we exchange ideas and feelings.",Walt Disney
Crowded classrooms and half-day sessions are a tragic waste of our greatest national resource - the minds of our children.,Walt Disney
"I never called my work an 'art'. It's part of show business, the business of building entertainment.",Walt Disney
"When you believe in a thing, believe in it all the way, implicitly and unquestionable.",Walt Disney
I have been up against tough competition all my life. I wouldn't know how to get along without it.,Walt Disney
"When you're curious, you find lots of interesting things to do.",Walt Disney
It's kind of fun to do the impossible.,Walt Disney
"Whenever I go on a ride, I'm always thinking of what's wrong with the thing and how it can be improved.",Walt Disney
"Of all the things I've done, the most vital is coordinating those who work with me and aiming their efforts at a certain goal.",Walt Disney
Animation offers a medium of story telling and visual entertainment which can bring pleasure and information to people of all ages everywhere in the world.,Walt Disney
"Of all of our inventions for mass communication, pictures still speak the most universally understood language.",Walt Disney
